Start Event Type,Start Event Description,Equipment Type,Unit Count,Date,Start Event Location Full
ELV,Export Loaded on Vessel,20RE,80,2023-04-29,A
ELV,Export Loaded on Vessel,20RE,32,2023-04-29,E
ELV,Export Loaded on Vessel,20RE,16,2023-04-29,F
ELV,Export Loaded on Vessel,40DV,736,2023-04-29,A
ELV,Export Loaded on Vessel,40DV,320,2023-04-29,B
ELV,Export Loaded on Vessel,40DV,352,2023-04-29,E
ELV,Export Loaded on Vessel,40DV,80,2023-04-29,F
ELV,Export Loaded on Vessel,40DV,64,2023-04-29,C
ELV,Export Loaded on Vessel,40DV,16,2023-04-29,G
ELV,Export Loaded on Vessel,40HC,12752,2023-04-29,A
ELV,Export Loaded on Vessel,40HC,24768,2023-04-29,B
ELV,Export Loaded on Vessel,40HC,6576,2023-04-29,E
ELV,Export Loaded on Vessel,40HC,48,2023-04-29,D
ELV,Export Loaded on Vessel,40HC,976,2023-04-29,F
ELV,Export Loaded on Vessel,40HC,1552,2023-04-29,C
ELV,Export Loaded on Vessel,40HC,2480,2023-04-29,G
ELV,Export Loaded on Vessel,40HR,1280,2023-04-29,A
ELV,Export Loaded on Vessel,40HR,2800,2023-04-29,B
ELV,Export Loaded on Vessel,40HR,144,2023-04-29,E
ELV,Export Loaded on Vessel,40HR,96,2023-04-29,F
ELV,Export Loaded on Vessel,40HR,912,2023-04-29,C
ELV,Export Loaded on Vessel,40HR,1024,2023-04-29,G
IDV,Import Discharged from Vessel,20DV,8272,2023-04-29,A
IDV,Import Discharged from Vessel,20DV,31008,2023-04-29,B
IDV,Import Discharged from Vessel,20DV,3872,2023-04-29,E
IDV,Import Discharged from Vessel,20DV,32,2023-04-29,F
IDV,Import Discharged from Vessel,20DV,3760,2023-04-29,C
IDV,Import Discharged from Vessel,20DV,96,2023-04-29,G
IDV,Import Discharged from Vessel,20RE,32,2023-04-29,B
IDV,Import Discharged from Vessel,40DV,1008,2023-04-29,A
IDV,Import Discharged from Vessel,40DV,1584,2023-04-29,B
IDV,Import Discharged from Vessel,40DV,96,2023-04-29,E
IDV,Import Discharged from Vessel,40DV,256,2023-04-29,C
IDV,Import Discharged from Vessel,40DV,240,2023-04-29,G
IDV,Import Discharged from Vessel,40HC,10016,2023-04-29,A
IDV,Import Discharged from Vessel,40HC,24864,2023-04-29,B
IDV,Import Discharged from Vessel,40HC,2864,2023-04-29,E
IDV,Import Discharged from Vessel,40HC,128,2023-04-29,F
IDV,Import Discharged from Vessel,40HC,6192,2023-04-29,C
IDV,Import Discharged from Vessel,40HC,4224,2023-04-29,G
IDV,Import Discharged from Vessel,40HR,480,2023-04-29,A
IDV,Import Discharged from Vessel,40HR,2000,2023-04-29,B
IDV,Import Discharged from Vessel,40HR,368,2023-04-29,E
IDV,Import Discharged from Vessel,40HR,1920,2023-04-29,C
IDV,Import Discharged from Vessel,40HR,288,2023-04-29,G
ELV,Export Loaded on Vessel,20DV,5328,2023-04-30,A
ELV,Export Loaded on Vessel,20DV,25312,2023-04-30,B
ELV,Export Loaded on Vessel,20DV,2192,2023-04-30,E
ELV,Export Loaded on Vessel,20DV,624,2023-04-30,F
ELV,Export Loaded on Vessel,20DV,1648,2023-04-30,C
ELV,Export Loaded on Vessel,20DV,8896,2023-04-30,G
ELV,Export Loaded on Vessel,20RE,64,2023-04-30,A
ELV,Export Loaded on Vessel,20RE,32,2023-04-30,B
ELV,Export Loaded on Vessel,20RE,16,2023-04-30,F
ELV,Export Loaded on Vessel,20RE,16,2023-04-30,G
ELV,Export Loaded on Vessel,40DV,384,2023-04-30,A
ELV,Export Loaded on Vessel,40DV,1376,2023-04-30,B
ELV,Export Loaded on Vessel,40DV,32,2023-04-30,E
ELV,Export Loaded on Vessel,40DV,64,2023-04-30,F
ELV,Export Loaded on Vessel,40DV,208,2023-04-30,C
ELV,Export Loaded on Vessel,40DV,80,2023-04-30,G
ELV,Export Loaded on Vessel,40HC,7840,2023-04-30,A
ELV,Export Loaded on Vessel,40HC,23728,2023-04-30,B
ELV,Export Loaded on Vessel,40HC,1888,2023-04-30,E
ELV,Export Loaded on Vessel,40HC,16,2023-04-30,D
ELV,Export Loaded on Vessel,40HC,2032,2023-04-30,F
ELV,Export Loaded on Vessel,40HC,2320,2023-04-30,C
ELV,Export Loaded on Vessel,40HC,3296,2023-04-30,G
ELV,Export Loaded on Vessel,40HR,3280,2023-04-30,A
ELV,Export Loaded on Vessel,40HR,2256,2023-04-30,B
ELV,Export Loaded on Vessel,40HR,48,2023-04-30,E
ELV,Export Loaded on Vessel,40HR,144,2023-04-30,F
ELV,Export Loaded on Vessel,40HR,544,2023-04-30,C
ELV,Export Loaded on Vessel,40HR,720,2023-04-30,G
IDV,Import Discharged from Vessel,20DV,4192,2023-04-30,A
IDV,Import Discharged from Vessel,20DV,9568,2023-04-30,B
IDV,Import Discharged from Vessel,20DV,336,2023-04-30,E
IDV,Import Discharged from Vessel,20DV,80,2023-04-30,F
IDV,Import Discharged from Vessel,20DV,2624,2023-04-30,C
IDV,Import Discharged from Vessel,20DV,1024,2023-04-30,G
IDV,Import Discharged from Vessel,20RE,64,2023-04-30,G
IDV,Import Discharged from Vessel,40DV,288,2023-04-30,A
IDV,Import Discharged from Vessel,40DV,496,2023-04-30,B
IDV,Import Discharged from Vessel,40DV,32,2023-04-30,E
IDV,Import Discharged from Vessel,40DV,16,2023-04-30,F
IDV,Import Discharged from Vessel,40DV,464,2023-04-30,C
IDV,Import Discharged from Vessel,40DV,48,2023-04-30,G
IDV,Import Discharged from Vessel,40HC,7312,2023-04-30,A
IDV,Import Discharged from Vessel,40HC,9200,2023-04-30,B
IDV,Import Discharged from Vessel,40HC,192,2023-04-30,E
IDV,Import Discharged from Vessel,40HC,48,2023-04-30,F
IDV,Import Discharged from Vessel,40HC,3360,2023-04-30,C
IDV,Import Discharged from Vessel,40HC,1392,2023-04-30,G
IDV,Import Discharged from Vessel,40HR,848,2023-04-30,A
IDV,Import Discharged from Vessel,40HR,496,2023-04-30,B
IDV,Import Discharged from Vessel,40HR,48,2023-04-30,E
IDV,Import Discharged from Vessel,40HR,96,2023-04-30,F
IDV,Import Discharged from Vessel,40HR,2608,2023-04-30,C
IDV,Import Discharged from Vessel,40HR,1472,2023-04-30,G
ELV,Export Loaded on Vessel,20DV,12464,2023-05-01,A
ELV,Export Loaded on Vessel,20DV,16416,2023-05-01,B
ELV,Export Loaded on Vessel,20DV,16,2023-05-01,F
ELV,Export Loaded on Vessel,20DV,1504,2023-05-01,C
ELV,Export Loaded on Vessel,20DV,16,2023-05-01,G
ELV,Export Loaded on Vessel,20RE,192,2023-05-01,A
ELV,Export Loaded on Vessel,20RE,96,2023-05-01,B
ELV,Export Loaded on Vessel,40DV,784,2023-05-01,A
ELV,Export Loaded on Vessel,40DV,1456,2023-05-01,B
ELV,Export Loaded on Vessel,40DV,336,2023-05-01,C
ELV,Export Loaded on Vessel,40HC,12528,2023-05-01,A
ELV,Export Loaded on Vessel,40HC,18288,2023-05-01,B
ELV,Export Loaded on Vessel,40HC,96,2023-05-01,F
ELV,Export Loaded on Vessel,40HC,3520,2023-05-01,C
ELV,Export Loaded on Vessel,40HC,96,2023-05-01,G
ELV,Export Loaded on Vessel,40HR,2720,2023-05-01,A
ELV,Export Loaded on Vessel,40HR,1760,2023-05-01,B
ELV,Export Loaded on Vessel,40HR,16,2023-05-01,F
ELV,Export Loaded on Vessel,40HR,1104,2023-05-01,C
IDV,Import Discharged from Vessel,20DV,3312,2023-05-01,A
IDV,Import Discharged from Vessel,20DV,19040,2023-05-01,B
IDV,Import Discharged from Vessel,20DV,6752,2023-05-01,C
IDV,Import Discharged from Vessel,20RE,16,2023-05-01,A
IDV,Import Discharged from Vessel,20RE,32,2023-05-01,B
IDV,Import Discharged from Vessel,40DV,992,2023-05-01,A
IDV,Import Discharged from Vessel,40DV,880,2023-05-01,B
IDV,Import Discharged from Vessel,40DV,752,2023-05-01,C
IDV,Import Discharged from Vessel,40HC,8128,2023-05-01,A
IDV,Import Discharged from Vessel,40HC,19120,2023-05-01,B
IDV,Import Discharged from Vessel,40HC,8272,2023-05-01,C
IDV,Import Discharged from Vessel,40HR,112,2023-05-01,A
IDV,Import Discharged from Vessel,40HR,864,2023-05-01,B
IDV,Import Discharged from Vessel,40HR,3104,2023-05-01,C
ELV,Export Loaded on Vessel,20DV,6960,2023-05-02,A
ELV,Export Loaded on Vessel,20DV,33056,2023-05-02,B
ELV,Export Loaded on Vessel,20DV,720,2023-05-02,E
ELV,Export Loaded on Vessel,20DV,1504,2023-05-02,F
ELV,Export Loaded on Vessel,20DV,3264,2023-05-02,C
ELV,Export Loaded on Vessel,20DV,2176,2023-05-02,G
ELV,Export Loaded on Vessel,20RE,112,2023-05-02,A
ELV,Export Loaded on Vessel,20RE,176,2023-05-02,B
ELV,Export Loaded on Vessel,20RE,16,2023-05-02,E
ELV,Export Loaded on Vessel,20RE,16,2023-05-02,F
ELV,Export Loaded on Vessel,20RE,32,2023-05-02,C
ELV,Export Loaded on Vessel,20RE,32,2023-05-02,G
ELV,Export Loaded on Vessel,40DV,1584,2023-05-02,A
ELV,Export Loaded on Vessel,40DV,1024,2023-05-02,B
ELV,Export Loaded on Vessel,40DV,224,2023-05-02,E
ELV,Export Loaded on Vessel,40DV,224,2023-05-02,F
ELV,Export Loaded on Vessel,40DV,608,2023-05-02,C
ELV,Export Loaded on Vessel,40DV,32,2023-05-02,G
ELV,Export Loaded on Vessel,40HC,18544,2023-05-02,A
ELV,Export Loaded on Vessel,40HC,25056,2023-05-02,B
ELV,Export Loaded on Vessel,40HC,3408,2023-05-02,E
ELV,Export Loaded on Vessel,40HC,1440,2023-05-02,F
ELV,Export Loaded on Vessel,40HC,4704,2023-05-02,C
ELV,Export Loaded on Vessel,40HC,800,2023-05-02,G
ELV,Export Loaded on Vessel,40HR,2864,2023-05-02,A
ELV,Export Loaded on Vessel,40HR,1760,2023-05-02,B
ELV,Export Loaded on Vessel,40HR,224,2023-05-02,E
ELV,Export Loaded on Vessel,40HR,48,2023-05-02,F
ELV,Export Loaded on Vessel,40HR,1792,2023-05-02,C
ELV,Export Loaded on Vessel,40HR,48,2023-05-02,G
IDV,Import Discharged from Vessel,20DV,7680,2023-05-02,A
IDV,Import Discharged from Vessel,20DV,22176,2023-05-02,B
IDV,Import Discharged from Vessel,20DV,1296,2023-05-02,E
IDV,Import Discharged from Vessel,20DV,768,2023-05-02,F
IDV,Import Discharged from Vessel,20DV,2464,2023-05-02,C
IDV,Import Discharged from Vessel,20DV,96,2023-05-02,G
IDV,Import Discharged from Vessel,20RE,48,2023-05-02,B
IDV,Import Discharged from Vessel,20RE,112,2023-05-02,G
IDV,Import Discharged from Vessel,40DV,112,2023-05-02,A
IDV,Import Discharged from Vessel,40DV,480,2023-05-02,B
IDV,Import Discharged from Vessel,40DV,16,2023-05-02,C
IDV,Import Discharged from Vessel,40HC,7696,2023-05-02,A
IDV,Import Discharged from Vessel,40HC,14880,2023-05-02,B
IDV,Import Discharged from Vessel,40HC,192,2023-05-02,E
IDV,Import Discharged from Vessel,40HC,80,2023-05-02,F
IDV,Import Discharged from Vessel,40HC,2352,2023-05-02,C
IDV,Import Discharged from Vessel,40HC,128,2023-05-02,G
IDV,Import Discharged from Vessel,40HR,848,2023-05-02,A
IDV,Import Discharged from Vessel,40HR,6096,2023-05-02,B
IDV,Import Discharged from Vessel,40HR,2832,2023-05-02,C
IDV,Import Discharged from Vessel,40HR,288,2023-05-02,G
ELV,Export Loaded on Vessel,20DV,10512,2023-05-03,A
ELV,Export Loaded on Vessel,20DV,16368,2023-05-03,B
ELV,Export Loaded on Vessel,20DV,128,2023-05-03,E
ELV,Export Loaded on Vessel,20DV,880,2023-05-03,F
ELV,Export Loaded on Vessel,20DV,2512,2023-05-03,C
ELV,Export Loaded on Vessel,20DV,1584,2023-05-03,G
ELV,Export Loaded on Vessel,20RE,176,2023-05-03,A
ELV,Export Loaded on Vessel,20RE,16,2023-05-03,B
ELV,Export Loaded on Vessel,40DV,480,2023-05-03,A
ELV,Export Loaded on Vessel,40DV,832,2023-05-03,B
ELV,Export Loaded on Vessel,40DV,16,2023-05-03,E
ELV,Export Loaded on Vessel,40DV,112,2023-05-03,F
ELV,Export Loaded on Vessel,40DV,176,2023-05-03,C
ELV,Export Loaded on Vessel,40DV,16,2023-05-03,G
ELV,Export Loaded on Vessel,40HC,8960,2023-05-03,A
ELV,Export Loaded on Vessel,40HC,29360,2023-05-03,B
ELV,Export Loaded on Vessel,40HC,1648,2023-05-03,E
ELV,Export Loaded on Vessel,40HC,1632,2023-05-03,F
ELV,Export Loaded on Vessel,40HC,2624,2023-05-03,C
ELV,Export Loaded on Vessel,40HC,576,2023-05-03,G
ELV,Export Loaded on Vessel,40HR,752,2023-05-03,A
ELV,Export Loaded on Vessel,40HR,1456,2023-05-03,B
ELV,Export Loaded on Vessel,40HR,128,2023-05-03,F
ELV,Export Loaded on Vessel,40HR,176,2023-05-03,C
ELV,Export Loaded on Vessel,40HR,112,2023-05-03,G
IDV,Import Discharged from Vessel,20DV,6160,2023-05-03,A
IDV,Import Discharged from Vessel,20DV,9472,2023-05-03,B
IDV,Import Discharged from Vessel,20DV,672,2023-05-03,E
IDV,Import Discharged from Vessel,20DV,2448,2023-05-03,F
IDV,Import Discharged from Vessel,20DV,3984,2023-05-03,C
IDV,Import Discharged from Vessel,20DV,192,2023-05-03,G
IDV,Import Discharged from Vessel,40DV,48,2023-05-03,A
IDV,Import Discharged from Vessel,40DV,576,2023-05-03,B
IDV,Import Discharged from Vessel,40DV,928,2023-05-03,F
IDV,Import Discharged from Vessel,40DV,272,2023-05-03,C
IDV,Import Discharged from Vessel,40DV,16,2023-05-03,G
IDV,Import Discharged from Vessel,40HC,3216,2023-05-03,A
IDV,Import Discharged from Vessel,40HC,17264,2023-05-03,B
IDV,Import Discharged from Vessel,40HC,80,2023-05-03,E
IDV,Import Discharged from Vessel,40HC,4992,2023-05-03,F
IDV,Import Discharged from Vessel,40HC,3776,2023-05-03,C
IDV,Import Discharged from Vessel,40HC,1200,2023-05-03,G
IDV,Import Discharged from Vessel,40HR,2032,2023-05-03,A
IDV,Import Discharged from Vessel,40HR,8656,2023-05-03,B
IDV,Import Discharged from Vessel,40HR,16,2023-05-03,E
IDV,Import Discharged from Vessel,40HR,368,2023-05-03,F
IDV,Import Discharged from Vessel,40HR,3840,2023-05-03,C
IDV,Import Discharged from Vessel,40HR,688,2023-05-03,G
ELV,Export Loaded on Vessel,20DV,6304,2023-05-04,A
ELV,Export Loaded on Vessel,20DV,15136,2023-05-04,B
ELV,Export Loaded on Vessel,20DV,800,2023-05-04,E
ELV,Export Loaded on Vessel,20DV,1616,2023-05-04,F
ELV,Export Loaded on Vessel,20DV,48,2023-05-04,C
ELV,Export Loaded on Vessel,20DV,7568,2023-05-04,G
ELV,Export Loaded on Vessel,20RE,16,2023-05-04,B
ELV,Export Loaded on Vessel,20RE,32,2023-05-04,F
ELV,Export Loaded on Vessel,20RE,48,2023-05-04,C
ELV,Export Loaded on Vessel,40DV,368,2023-05-04,A
ELV,Export Loaded on Vessel,40DV,928,2023-05-04,B
ELV,Export Loaded on Vessel,40DV,80,2023-05-04,E
ELV,Export Loaded on Vessel,40DV,128,2023-05-04,F
ELV,Export Loaded on Vessel,40DV,16,2023-05-04,C
ELV,Export Loaded on Vessel,40DV,256,2023-05-04,G
ELV,Export Loaded on Vessel,40HC,4880,2023-05-04,A
ELV,Export Loaded on Vessel,40HC,15344,2023-05-04,B
ELV,Export Loaded on Vessel,40HC,224,2023-05-04,E
ELV,Export Loaded on Vessel,40HC,1728,2023-05-04,F
ELV,Export Loaded on Vessel,40HC,768,2023-05-04,C
ELV,Export Loaded on Vessel,40HC,3680,2023-05-04,G
ELV,Export Loaded on Vessel,40HR,1168,2023-05-04,A
ELV,Export Loaded on Vessel,40HR,3248,2023-05-04,B
ELV,Export Loaded on Vessel,40HR,112,2023-05-04,E
ELV,Export Loaded on Vessel,40HR,448,2023-05-04,F
ELV,Export Loaded on Vessel,40HR,240,2023-05-04,C
ELV,Export Loaded on Vessel,40HR,912,2023-05-04,G
IDV,Import Discharged from Vessel,20DV,4448,2023-05-04,A
IDV,Import Discharged from Vessel,20DV,22016,2023-05-04,B
IDV,Import Discharged from Vessel,20DV,1408,2023-05-04,E
IDV,Import Discharged from Vessel,20DV,1920,2023-05-04,F
IDV,Import Discharged from Vessel,20DV,16,2023-05-04,C
IDV,Import Discharged from Vessel,20DV,240,2023-05-04,G
IDV,Import Discharged from Vessel,20RE,32,2023-05-04,B
IDV,Import Discharged from Vessel,20RE,32,2023-05-04,E
IDV,Import Discharged from Vessel,20RE,48,2023-05-04,F
IDV,Import Discharged from Vessel,40DV,128,2023-05-04,A
IDV,Import Discharged from Vessel,40DV,1744,2023-05-04,B
IDV,Import Discharged from Vessel,40DV,176,2023-05-04,E
IDV,Import Discharged from Vessel,40DV,112,2023-05-04,F
IDV,Import Discharged from Vessel,40DV,16,2023-05-04,C
IDV,Import Discharged from Vessel,40DV,256,2023-05-04,G
IDV,Import Discharged from Vessel,40HC,3104,2023-05-04,A
IDV,Import Discharged from Vessel,40HC,25536,2023-05-04,B
IDV,Import Discharged from Vessel,40HC,3312,2023-05-04,E
IDV,Import Discharged from Vessel,40HC,5856,2023-05-04,F
IDV,Import Discharged from Vessel,40HC,448,2023-05-04,C
IDV,Import Discharged from Vessel,40HC,3952,2023-05-04,G
IDV,Import Discharged from Vessel,40HR,1456,2023-05-04,A
IDV,Import Discharged from Vessel,40HR,2112,2023-05-04,B
IDV,Import Discharged from Vessel,40HR,768,2023-05-04,E
IDV,Import Discharged from Vessel,40HR,80,2023-05-04,F
IDV,Import Discharged from Vessel,40HR,800,2023-05-04,C
IDV,Import Discharged from Vessel,40HR,592,2023-05-04,G
ELV,Export Loaded on Vessel,20DV,12096,2023-05-05,A
ELV,Export Loaded on Vessel,20DV,19328,2023-05-05,B
ELV,Export Loaded on Vessel,20DV,2288,2023-05-05,E
ELV,Export Loaded on Vessel,20DV,1360,2023-05-05,F
ELV,Export Loaded on Vessel,20DV,2208,2023-05-05,C
ELV,Export Loaded on Vessel,20DV,5728,2023-05-05,G
ELV,Export Loaded on Vessel,20RE,80,2023-05-05,A
ELV,Export Loaded on Vessel,20RE,32,2023-05-05,B
ELV,Export Loaded on Vessel,20RE,16,2023-05-05,E
ELV,Export Loaded on Vessel,20RE,48,2023-05-05,C
ELV,Export Loaded on Vessel,20RE,16,2023-05-05,G
ELV,Export Loaded on Vessel,40DV,768,2023-05-05,A
ELV,Export Loaded on Vessel,40DV,704,2023-05-05,B
ELV,Export Loaded on Vessel,40DV,192,2023-05-05,E
ELV,Export Loaded on Vessel,40DV,160,2023-05-05,F
ELV,Export Loaded on Vessel,40DV,384,2023-05-05,C
ELV,Export Loaded on Vessel,40DV,208,2023-05-05,G
ELV,Export Loaded on Vessel,40HC,12624,2023-05-05,A
ELV,Export Loaded on Vessel,40HC,21216,2023-05-05,B
ELV,Export Loaded on Vessel,40HC,3216,2023-05-05,E
ELV,Export Loaded on Vessel,40HC,112,2023-05-05,D
ELV,Export Loaded on Vessel,40HC,2592,2023-05-05,F
ELV,Export Loaded on Vessel,40HC,3856,2023-05-05,C
ELV,Export Loaded on Vessel,40HC,1872,2023-05-05,G
ELV,Export Loaded on Vessel,40HR,2512,2023-05-05,A
ELV,Export Loaded on Vessel,40HR,4096,2023-05-05,B
ELV,Export Loaded on Vessel,40HR,192,2023-05-05,E
ELV,Export Loaded on Vessel,40HR,80,2023-05-05,F
ELV,Export Loaded on Vessel,40HR,1360,2023-05-05,C
ELV,Export Loaded on Vessel,40HR,480,2023-05-05,G
IDV,Import Discharged from Vessel,20DV,3184,2023-05-05,A
IDV,Import Discharged from Vessel,20DV,18432,2023-05-05,B
IDV,Import Discharged from Vessel,20DV,6864,2023-05-05,E
IDV,Import Discharged from Vessel,20DV,704,2023-05-05,F
IDV,Import Discharged from Vessel,20DV,688,2023-05-05,C
IDV,Import Discharged from Vessel,20DV,6048,2023-05-05,G
IDV,Import Discharged from Vessel,20RE,32,2023-05-05,B
IDV,Import Discharged from Vessel,20RE,32,2023-05-05,E
IDV,Import Discharged from Vessel,40DV,16,2023-05-05,A
IDV,Import Discharged from Vessel,40DV,1376,2023-05-05,B
IDV,Import Discharged from Vessel,40DV,2048,2023-05-05,E
IDV,Import Discharged from Vessel,40DV,16,2023-05-05,D
IDV,Import Discharged from Vessel,40DV,16,2023-05-05,F
IDV,Import Discharged from Vessel,40DV,80,2023-05-05,C
IDV,Import Discharged from Vessel,40DV,688,2023-05-05,G
IDV,Import Discharged from Vessel,40HC,2640,2023-05-05,A
IDV,Import Discharged from Vessel,40HC,22944,2023-05-05,B
IDV,Import Discharged from Vessel,40HC,9712,2023-05-05,E
IDV,Import Discharged from Vessel,40HC,3776,2023-05-05,F
IDV,Import Discharged from Vessel,40HC,4160,2023-05-05,C
IDV,Import Discharged from Vessel,40HC,12576,2023-05-05,G
IDV,Import Discharged from Vessel,40HR,3152,2023-05-05,A
IDV,Import Discharged from Vessel,40HR,624,2023-05-05,B
IDV,Import Discharged from Vessel,40HR,160,2023-05-05,E
IDV,Import Discharged from Vessel,40HR,64,2023-05-05,D
IDV,Import Discharged from Vessel,40HR,80,2023-05-05,F
IDV,Import Discharged from Vessel,40HR,5216,2023-05-05,C
IDV,Import Discharged from Vessel,40HR,320,2023-05-05,G
ELV,Export Loaded on Vessel,20DV,3456,2023-05-06,A
ELV,Export Loaded on Vessel,20DV,9200,2023-05-06,B
ELV,Export Loaded on Vessel,20DV,1424,2023-05-06,E
ELV,Export Loaded on Vessel,20DV,16,2023-05-06,D
ELV,Export Loaded on Vessel,20DV,432,2023-05-06,F
ELV,Export Loaded on Vessel,20DV,880,2023-05-06,C
ELV,Export Loaded on Vessel,20DV,3808,2023-05-06,G
ELV,Export Loaded on Vessel,20RE,32,2023-05-06,F
ELV,Export Loaded on Vessel,20RE,16,2023-05-06,G
ELV,Export Loaded on Vessel,40DV,1088,2023-05-06,A
ELV,Export Loaded on Vessel,40DV,1376,2023-05-06,B
ELV,Export Loaded on Vessel,40DV,320,2023-05-06,E
ELV,Export Loaded on Vessel,40DV,64,2023-05-06,F
ELV,Export Loaded on Vessel,40DV,112,2023-05-06,G
ELV,Export Loaded on Vessel,40HC,10352,2023-05-06,A
ELV,Export Loaded on Vessel,40HC,17408,2023-05-06,B
ELV,Export Loaded on Vessel,40HC,4480,2023-05-06,E
ELV,Export Loaded on Vessel,40HC,288,2023-05-06,D
ELV,Export Loaded on Vessel,40HC,1280,2023-05-06,F
ELV,Export Loaded on Vessel,40HC,32,2023-05-06,C
ELV,Export Loaded on Vessel,40HC,2608,2023-05-06,G
ELV,Export Loaded on Vessel,40HR,1520,2023-05-06,A
ELV,Export Loaded on Vessel,40HR,1568,2023-05-06,B
ELV,Export Loaded on Vessel,40HR,128,2023-05-06,E
ELV,Export Loaded on Vessel,40HR,336,2023-05-06,F
ELV,Export Loaded on Vessel,40HR,288,2023-05-06,G
IDV,Import Discharged from Vessel,20DV,7600,2023-05-06,A
IDV,Import Discharged from Vessel,20DV,10240,2023-05-06,B
IDV,Import Discharged from Vessel,20DV,2112,2023-05-06,E
IDV,Import Discharged from Vessel,20DV,16,2023-05-06,D
IDV,Import Discharged from Vessel,20DV,32,2023-05-06,F
IDV,Import Discharged from Vessel,20DV,13424,2023-05-06,C
IDV,Import Discharged from Vessel,20DV,3600,2023-05-06,G
IDV,Import Discharged from Vessel,20RE,16,2023-05-06,B
IDV,Import Discharged from Vessel,20RE,128,2023-05-06,C
IDV,Import Discharged from Vessel,40DV,320,2023-05-06,A
IDV,Import Discharged from Vessel,40DV,832,2023-05-06,B
IDV,Import Discharged from Vessel,40DV,176,2023-05-06,E
IDV,Import Discharged from Vessel,40DV,2224,2023-05-06,C
IDV,Import Discharged from Vessel,40DV,192,2023-05-06,G
IDV,Import Discharged from Vessel,40HC,6000,2023-05-06,A
IDV,Import Discharged from Vessel,40HC,19472,2023-05-06,B
IDV,Import Discharged from Vessel,40HC,2896,2023-05-06,E
IDV,Import Discharged from Vessel,40HC,80,2023-05-06,F
